Site,Partition,&alpha; ,&beta;<sup>-</sup>,p<sup>-</sup>,&beta;<sup>+</sup>,p<sup>+</sup>,LRT,p-value,# branches under selection,Total branch length
346,1,0.61,0.00,0.19,0.00,0.81,0.00,0.67,0.00,3.69
347,1,2.74,0.00,0.05,0.00,0.95,0.00,0.67,0.00,16.54
348,1,1.13,0.00,0.17,0.00,0.83,0.00,0.67,0.00,6.85
349,1,2.38,0.00,0.09,0.00,0.91,0.00,0.67,0.00,14.37
350,1,0.59,0.00,0.32,0.00,0.68,0.00,0.67,0.00,3.58
351,1,0.15,0.00,0.05,0.00,0.95,0.00,0.67,0.00,0.90
352,1,0.28,0.00,0.05,0.00,0.95,0.00,0.67,0.00,1.68
353,1,0.59,0.08,0.10,0.04,0.90,0.00,0.67,0.00,4.52
354,1,1.01,0.00,0.05,0.00,0.95,0.00,0.67,0.00,6.11
355,1,0.57,0.57,0.37,0.08,0.63,0.00,0.67,0.00,9.14
356,1,0.90,0.04,0.00,0.05,1.00,0.00,0.67,0.00,6.42
357,1,0.20,0.07,0.09,0.07,0.91,0.00,0.67,0.00,2.61
358,1,1.06,1.06,0.49,0.00,0.51,0.00,0.67,0.00,17.66
359,1,2.22,0.44,0.15,0.00,0.85,0.00,0.67,0.00,14.82
360,1,4.34,1.15,0.03,0.00,0.97,0.00,0.67,0.00,26.87
361,1,0.36,0.34,0.49,0.00,0.51,0.00,0.67,0.00,5.77
362,1,0.65,0.00,0.25,0.00,0.75,0.00,0.67,0.00,3.92
363,1,1.63,0.35,0.00,0.35,1.00,0.00,0.67,0.00,17.40
364,1,0.79,0.24,0.03,0.24,0.97,0.00,0.67,0.00,9.91
365,1,2.54,0.19,0.00,0.19,1.00,0.00,0.67,0.00,19.43
366,1,1.09,0.21,0.02,0.20,0.98,0.00,0.67,0.00,10.95
367,1,4.31,4.17,0.20,0.08,0.80,0.00,0.67,0.00,45.73
368,1,1.14,0.13,0.00,0.13,1.00,0.00,0.67,0.00,9.78
369,1,1.57,0.03,0.00,0.03,1.00,0.00,0.67,0.00,10.09
370,1,0.54,0.07,0.65,1.36,0.35,0.65,0.39,0.00,14.68
371,1,0.74,0.07,0.00,0.07,1.00,0.00,0.67,0.00,6.04
372,1,0.38,0.00,0.05,0.00,0.95,0.00,0.67,0.00,2.28
373,1,2.10,1.40,0.03,0.00,0.97,0.00,0.67,0.00,13.54
374,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
375,1,0.67,0.00,0.05,0.00,0.95,0.00,0.67,0.00,4.07
376,1,0.16,0.00,0.01,0.00,0.99,0.00,0.67,0.00,1.00
377,1,4.54,0.03,0.00,0.03,1.00,0.00,0.67,0.00,28.12
378,1,1.81,0.06,0.00,0.07,1.00,0.00,0.67,0.00,12.34
379,1,2.00,0.00,0.01,0.00,0.99,0.00,0.67,0.00,12.05
380,1,2.65,2.65,0.04,0.00,0.96,0.00,0.67,0.00,18.55
381,1,1.89,0.35,0.42,0.00,0.58,0.00,0.67,0.00,14.56
382,1,1.35,0.00,0.05,0.00,0.95,0.00,0.67,0.00,8.16
383,1,0.31,0.31,0.14,0.00,0.86,0.00,0.67,0.00,2.83
384,1,0.31,0.06,0.10,0.03,0.90,0.00,0.67,0.00,2.57
385,1,3.14,0.09,0.08,0.09,0.92,0.00,0.67,0.00,20.97
386,1,1.24,0.09,0.39,0.10,0.61,0.00,0.67,0.00,9.57
387,1,0.00,0.00,0.00,0.08,1.00,1.15,0.29,1.00,1.80
388,1,0.49,0.49,0.20,0.04,0.80,0.00,0.67,0.00,5.88
389,1,8.67,0.00,0.02,0.00,0.98,0.00,0.67,0.00,52.37
390,1,8.98,0.70,0.21,0.00,0.79,0.00,0.67,0.00,57.38
391,1,0.61,0.61,0.29,0.04,0.71,0.00,0.67,0.00,8.09
392,1,1.05,1.05,0.21,0.00,0.79,0.00,0.67,0.00,11.08
393,1,1.30,0.38,0.06,0.17,0.94,0.00,0.67,0.00,11.85
394,1,1.11,1.11,0.23,0.00,0.77,0.00,0.67,0.00,12.17
395,1,16.78,1.99,0.11,0.16,0.89,0.00,0.67,0.00,109.11
396,1,0.83,0.45,0.51,0.45,0.49,0.00,0.67,0.00,14.87
397,1,9.18,0.01,0.04,0.04,0.96,0.00,0.67,0.00,56.22
398,1,0.63,0.63,0.66,0.00,0.34,0.00,0.67,0.00,12.71
399,1,2.36,0.04,0.09,0.04,0.91,0.00,0.67,0.00,15.06
400,1,133.55,0.57,0.63,0.00,0.37,0.00,0.67,0.00,814.28
401,1,0.71,0.24,0.07,0.24,0.93,0.00,0.67,0.00,9.58
402,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
403,1,0.00,0.00,0.70,0.53,0.30,3.90,0.07,2.00,3.48
404,1,2.11,0.02,0.01,0.02,0.99,0.00,0.67,0.00,13.22
405,1,0.48,0.42,0.43,0.20,0.57,0.00,0.67,0.00,9.24
406,1,1.12,1.12,0.06,0.14,0.94,0.00,0.67,0.00,10.92
407,1,3.88,1.45,0.13,0.04,0.87,0.00,0.67,0.00,28.26
408,1,0.00,0.00,0.00,0.09,1.00,0.92,0.33,2.00,2.05
409,1,0.99,0.60,0.40,0.00,0.60,0.00,0.67,0.00,11.10
410,1,0.58,0.08,0.15,0.08,0.85,0.00,0.67,0.00,5.19
411,1,2.34,0.00,0.05,0.00,0.95,0.00,0.67,0.00,14.11
412,1,20.38,20.38,0.12,0.00,0.88,0.00,0.67,0.00,177.26
413,1,0.74,0.05,0.00,0.05,1.00,0.00,0.67,0.00,5.51
414,1,1.10,0.00,0.19,0.00,0.81,0.00,0.67,0.00,6.63
415,1,1.63,1.59,0.13,0.00,0.87,0.00,0.67,0.00,14.28
416,1,0.46,0.43,0.76,0.00,0.24,0.00,0.67,0.00,9.82
417,1,0.50,0.00,0.11,0.00,0.89,0.00,0.67,0.00,3.01
418,1,0.81,0.00,0.18,0.00,0.82,0.00,0.67,0.00,4.89
419,1,1.25,0.07,0.00,0.07,1.00,0.00,0.67,0.00,9.01
420,1,2.11,2.08,0.15,0.00,0.85,0.00,0.67,0.00,19.37
421,1,1.90,0.06,0.00,0.06,1.00,0.00,0.67,0.00,12.69
422,1,1.02,0.00,0.06,0.00,0.94,0.00,0.67,0.00,6.14
423,1,0.69,0.29,0.74,0.00,0.26,0.00,0.67,0.00,8.75
424,1,38.40,5.47,0.05,0.12,0.95,0.00,0.67,0.00,240.29
425,1,0.76,0.02,0.02,0.02,0.98,0.00,0.67,0.00,5.00
426,1,6.54,0.00,0.02,0.00,0.98,0.00,0.67,0.00,39.51
427,1,1.23,0.98,0.39,0.00,0.61,0.00,0.67,0.00,15.78
428,1,0.90,0.15,0.03,0.15,0.97,0.00,0.67,0.00,8.74
429,1,4.99,0.05,0.00,0.05,1.00,0.00,0.67,0.00,31.33
430,1,0.47,0.47,0.50,0.00,0.50,0.00,0.67,0.00,7.86
431,1,0.56,0.56,0.35,0.00,0.65,0.00,0.67,0.00,7.67
432,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
433,1,0.66,0.66,0.24,0.00,0.76,0.00,0.67,0.00,7.49
434,1,0.89,0.89,0.33,0.14,0.67,0.00,0.67,0.00,13.62
435,1,0.80,0.32,0.15,0.21,0.85,0.00,0.67,0.00,9.83
436,1,5.24,0.07,0.00,0.08,1.00,0.00,0.67,0.00,33.25
437,1,44.82,0.77,0.02,0.15,0.98,0.00,0.67,0.00,274.15
438,1,0.84,0.58,0.21,0.00,0.79,0.00,0.67,0.00,7.67
439,1,0.55,0.55,0.24,0.00,0.76,0.00,0.67,0.00,6.24
440,1,1.69,1.69,0.35,0.03,0.65,0.00,0.67,0.00,23.21
441,1,0.35,0.35,0.59,0.58,0.41,0.06,0.60,0.00,11.86
442,1,2.39,0.24,0.21,0.04,0.79,0.00,0.67,0.00,16.14
443,1,8.27,0.00,0.02,0.00,0.98,0.00,0.67,0.00,49.95
444,1,1.95,0.10,0.00,0.09,1.00,0.00,0.67,0.00,13.76
445,1,2.69,2.69,0.04,0.13,0.96,0.00,0.67,0.00,21.43
446,1,10.68,0.37,0.39,0.00,0.61,0.00,0.67,0.00,67.70
447,1,0.79,0.69,0.19,0.00,0.81,0.00,0.67,0.00,7.57
448,1,1.32,0.49,0.41,0.49,0.59,0.00,0.67,0.00,18.54
449,1,2.18,0.35,0.24,0.00,0.76,0.00,0.67,0.00,14.99
450,1,1.20,1.20,0.06,0.00,0.94,0.00,0.67,0.00,8.75
451,1,0.00,0.00,0.00,0.29,1.00,3.05,0.10,2.00,6.35
452,1,0.80,0.77,0.45,0.00,0.55,0.00,0.67,0.00,12.26
453,1,2.75,2.75,0.03,0.03,0.97,0.00,0.67,0.00,18.74
454,1,2.84,0.31,0.00,0.31,1.00,0.00,0.67,0.00,23.78
455,1,2.60,0.17,0.15,0.17,0.85,0.00,0.67,0.00,19.49
456,1,1.12,1.12,0.17,0.03,0.83,0.00,0.67,0.00,11.48
457,1,0.53,0.53,0.05,0.00,0.95,0.00,0.67,0.00,3.77
458,1,1.83,0.20,0.13,0.06,0.87,0.00,0.67,0.00,12.67
459,1,0.82,0.01,0.00,0.01,1.00,0.00,0.67,0.00,5.22
460,1,0.82,0.28,0.55,0.00,0.45,0.00,0.67,0.00,8.27
461,1,0.84,0.00,0.27,0.00,0.73,0.00,0.67,0.00,5.06
462,1,1.06,1.06,0.18,0.01,0.82,0.00,0.67,0.00,10.64
463,1,2.96,1.84,0.21,0.00,0.79,0.00,0.67,0.00,26.32
464,1,0.84,0.44,0.67,0.00,0.33,0.00,0.67,0.00,11.49
465,1,2.27,1.30,0.82,0.00,0.18,0.00,0.67,0.00,36.72
466,1,0.95,0.62,0.82,0.62,0.18,0.00,0.67,0.00,19.13
467,1,15.60,1.83,0.29,0.00,0.71,0.00,0.67,0.00,105.63
468,1,2.45,2.34,0.30,0.02,0.70,0.00,0.67,0.00,30.18
469,1,0.96,0.21,0.47,0.16,0.53,0.00,0.67,0.00,9.73
470,1,1.57,1.57,0.25,0.00,0.75,0.00,0.67,0.00,17.93
471,1,4.00,0.63,0.42,0.00,0.58,0.00,0.67,0.00,29.93
472,1,0.50,0.40,0.38,0.39,0.62,0.00,0.67,0.00,11.56
473,1,2.62,0.25,0.14,0.25,0.86,0.00,0.67,0.00,21.16
474,1,2.96,0.83,0.16,0.04,0.84,0.00,0.67,0.00,21.45
475,1,0.66,0.11,0.53,0.12,0.47,0.00,0.67,0.00,6.40
476,1,1.11,1.00,0.22,0.00,0.78,0.00,0.67,0.00,11.49
477,1,0.66,0.00,0.17,0.00,0.83,0.00,0.67,0.00,3.96
478,1,1.28,0.00,0.11,0.00,0.89,0.00,0.67,0.00,7.75
479,1,1.16,0.18,0.00,0.18,1.00,0.00,0.67,0.00,10.98
480,1,1.00,0.00,0.18,0.00,0.82,0.00,0.67,0.00,6.05
481,1,0.83,0.00,0.13,0.00,0.87,0.00,0.67,0.00,4.99
482,1,16.26,0.00,0.02,0.00,0.98,0.00,0.67,0.00,98.21
483,1,1.33,0.05,0.00,0.04,1.00,0.00,0.67,0.00,9.02
484,1,0.96,0.96,0.07,0.02,0.93,0.00,0.67,0.00,7.53
485,1,1.98,0.48,0.29,0.00,0.71,0.00,0.67,0.00,14.97
486,1,0.43,0.02,0.03,0.02,0.97,0.00,0.67,0.00,3.03
487,1,1.20,1.20,0.14,0.02,0.86,0.00,0.67,0.00,11.33
488,1,1.03,0.73,0.13,0.00,0.87,0.00,0.67,0.00,8.36
489,1,0.00,0.00,0.78,0.85,0.22,4.24,0.06,5.00,4.12
490,1,0.62,0.62,0.15,0.00,0.85,0.00,0.67,0.00,5.74
491,1,1.23,1.23,0.36,0.00,0.64,0.00,0.67,0.00,17.08
492,1,0.99,0.13,0.11,0.13,0.89,0.00,0.67,0.00,8.86
493,1,4.47,4.47,0.08,0.38,0.92,0.00,0.67,0.00,42.68
494,1,1.16,1.16,0.44,0.00,0.56,0.00,0.67,0.00,17.90
495,1,0.58,0.58,0.34,0.00,0.66,0.00,0.67,0.00,7.78
496,1,0.75,0.75,0.08,0.03,0.92,0.00,0.67,0.00,6.43
497,1,0.39,0.39,0.87,20.73,0.13,2.24,0.16,0.00,68.57
498,1,2.24,0.55,0.00,0.55,1.00,0.00,0.67,0.00,25.49
499,1,0.70,0.70,0.33,0.00,0.67,0.00,0.67,0.00,9.16
500,1,0.27,0.00,0.03,0.00,0.97,0.00,0.67,0.00,1.62
501,1,1.05,0.73,0.46,0.00,0.54,0.00,0.67,0.00,13.61
502,1,2.23,0.11,0.21,0.11,0.79,0.00,0.67,0.00,15.86
503,1,2.54,0.00,0.15,0.00,0.85,0.00,0.67,0.00,15.34
504,1,0.59,0.00,0.02,0.00,0.98,0.00,0.67,0.00,3.54
505,1,1.06,0.18,0.00,0.18,1.00,0.00,0.67,0.00,10.37
506,1,1.29,0.15,0.00,0.15,1.00,0.00,0.67,0.00,10.97
507,1,1.85,0.00,0.04,0.00,0.96,0.00,0.67,0.00,11.16
508,1,2.59,1.87,0.02,0.00,0.98,0.00,0.67,0.00,16.61
509,1,1.81,0.00,0.05,0.00,0.95,0.00,0.67,0.00,10.92
510,1,6.21,0.00,0.05,0.00,0.95,0.00,0.67,0.00,37.50
511,1,1.19,1.15,0.16,0.00,0.84,0.00,0.67,0.00,11.17
512,1,0.79,0.00,0.26,0.00,0.74,0.00,0.67,0.00,4.79
513,1,0.94,0.15,0.00,0.15,1.00,0.00,0.67,0.00,8.92
514,1,0.00,0.00,0.00,0.22,1.00,3.93,0.07,0.00,4.74
515,1,1.27,0.00,0.02,0.00,0.98,0.00,0.67,0.00,7.68
516,1,0.68,0.00,0.26,0.00,0.74,0.00,0.67,0.00,4.13
517,1,6.41,0.03,0.00,0.03,1.00,0.00,0.67,0.00,39.37
518,1,1.20,0.00,0.05,0.00,0.95,0.00,0.67,0.00,7.23
519,1,1.68,0.29,1.00,0.28,0.00,0.00,0.67,0.00,16.39
520,1,4.53,0.02,0.06,0.02,0.94,0.00,0.67,0.00,27.77
521,1,39.56,0.29,0.00,0.29,1.00,0.00,0.67,0.00,245.23
522,1,1.28,0.97,0.51,0.00,0.49,0.00,0.67,0.00,18.36
523,1,0.38,0.38,0.08,0.01,0.92,0.00,0.67,0.00,3.07
524,1,0.96,0.04,0.00,0.04,1.00,0.00,0.67,0.00,6.75
525,1,0.73,0.23,0.42,0.23,0.58,0.00,0.67,0.00,9.41
526,1,1.61,0.56,0.61,0.05,0.39,0.00,0.67,0.00,17.65
527,1,0.64,0.64,0.09,0.00,0.91,0.00,0.67,0.00,5.09
528,1,1.28,0.86,0.32,0.12,0.68,0.00,0.67,0.00,15.52
529,1,1.09,1.09,0.45,0.00,0.55,0.00,0.67,0.00,17.30
530,1,0.73,0.02,0.00,0.02,1.00,0.00,0.67,0.00,4.84
531,1,11.89,0.00,0.17,0.00,0.83,0.00,0.67,0.00,71.78
532,1,1.66,0.11,0.00,0.11,1.00,0.00,0.67,0.00,12.38
533,1,1.61,0.00,0.04,0.00,0.96,0.00,0.67,0.00,9.72
534,1,1.23,0.19,0.11,0.19,0.89,0.00,0.67,0.00,11.43
535,1,1.66,1.66,0.03,0.16,0.97,0.00,0.67,0.00,14.56
536,1,1.12,0.21,0.32,0.21,0.68,0.00,0.67,0.00,11.31
537,1,2.88,0.14,0.10,0.14,0.90,0.00,0.67,0.00,20.50
538,1,0.66,0.66,0.18,0.00,0.82,0.00,0.67,0.00,6.60
539,1,0.19,0.19,0.16,0.00,0.84,0.00,0.67,0.00,1.78
540,1,4.97,0.47,0.24,0.00,0.76,0.00,0.67,0.00,32.44
541,1,0.63,0.02,0.00,0.02,1.00,0.00,0.67,0.00,4.16
542,1,0.55,0.11,0.03,0.11,0.97,0.00,0.67,0.00,5.72
543,1,2.80,2.80,0.04,0.08,0.96,0.00,0.67,0.00,21.14
544,1,4.33,0.27,0.76,0.00,0.24,0.00,0.67,0.00,30.51
545,1,0.53,0.05,0.98,0.05,0.02,0.00,0.67,0.00,4.32
546,1,1.30,0.28,0.00,0.27,1.00,0.00,0.67,0.00,13.82
547,1,1.40,0.32,0.14,0.32,0.86,0.00,0.67,0.00,15.49
548,1,0.80,0.80,0.47,0.00,0.53,0.00,0.67,0.00,12.98
549,1,1.49,0.90,0.42,0.00,0.58,0.00,0.67,0.00,17.14
550,1,1.00,0.14,0.15,0.14,0.85,0.00,0.67,0.00,9.09
551,1,1.08,1.08,0.46,0.00,0.54,0.00,0.67,0.00,17.39
552,1,0.29,0.29,0.00,0.41,1.00,0.07,0.59,0.00,10.58
553,1,1.07,0.60,0.32,0.00,0.68,0.00,0.67,0.00,10.68
554,1,0.99,0.22,0.42,0.23,0.58,0.00,0.67,0.00,10.86
555,1,0.61,0.61,0.27,0.00,0.73,0.00,0.67,0.00,7.25
556,1,0.93,0.67,0.20,0.00,0.80,0.00,0.67,0.00,8.42
557,1,1.86,0.25,0.20,0.26,0.80,0.00,0.67,0.00,16.83
558,1,0.37,0.37,0.90,18.64,0.10,2.39,0.15,0.00,49.04
559,1,0.94,0.27,0.14,0.12,0.86,0.00,0.67,0.00,8.68
560,1,1.10,0.44,0.32,0.00,0.68,0.00,0.67,0.00,9.69
561,1,1.42,0.31,0.08,0.30,0.92,0.00,0.67,0.00,15.06
562,1,0.92,0.75,0.51,0.71,0.49,0.00,0.67,0.00,21.30
563,1,2.00,0.53,1.00,0.52,0.00,0.00,0.67,0.00,23.49
564,1,13.28,0.54,0.60,0.00,0.40,0.00,0.67,0.00,87.25
565,1,1.15,1.11,0.40,0.00,0.60,0.00,0.67,0.00,16.63
566,1,0.93,0.00,0.55,15.11,0.45,2.78,0.12,0.00,152.82
567,1,2.61,0.43,0.57,0.00,0.43,0.00,0.67,0.00,20.99
568,1,0.64,0.60,0.95,0.59,0.05,0.00,0.67,0.00,16.75
569,1,6.69,0.00,0.02,0.00,0.98,0.00,0.67,0.00,40.37
570,1,1.39,0.02,0.01,0.01,0.99,0.00,0.67,0.00,8.68
571,1,1.05,0.59,0.60,0.00,0.40,0.00,0.67,0.00,14.08
572,1,0.94,0.94,0.09,0.00,0.91,0.00,0.67,0.00,7.46
573,1,0.42,0.16,0.55,0.17,0.45,0.00,0.67,0.00,6.15
574,1,1.85,0.18,0.01,0.02,0.99,0.00,0.67,0.00,11.56
575,1,0.20,0.15,0.89,32.43,0.11,2.16,0.17,0.00,78.23
576,1,1.16,0.21,0.00,0.21,1.00,0.00,0.67,0.00,11.47
577,1,1.53,0.28,0.26,0.00,0.74,0.00,0.67,0.00,10.82
578,1,2.07,2.07,0.32,0.00,0.68,0.00,0.67,0.00,26.74
579,1,1.44,1.44,0.30,0.00,0.70,0.00,0.67,0.00,18.02
580,1,2.12,2.12,0.16,0.00,0.84,0.00,0.67,0.00,20.30
581,1,0.17,0.11,0.44,0.08,0.56,0.00,0.67,0.00,3.05
582,1,1.05,0.34,0.00,0.34,1.00,0.00,0.67,0.00,13.72
583,1,0.33,0.33,0.93,0.33,0.07,0.00,0.67,0.00,9.08
584,1,1.15,0.09,0.00,0.09,1.00,0.00,0.67,0.00,8.90
585,1,0.76,0.03,0.00,0.03,1.00,0.00,0.67,0.00,5.24
586,1,0.61,0.25,0.43,0.03,0.57,0.00,0.67,0.00,6.41
587,1,1.20,0.55,0.06,0.00,0.94,0.00,0.67,0.00,7.90
588,1,0.88,0.10,0.42,0.09,0.58,0.00,0.67,0.00,7.40
589,1,0.72,0.19,0.06,0.17,0.94,0.00,0.67,0.00,8.12
590,1,0.43,0.06,0.10,0.06,0.90,0.00,0.67,0.00,3.98
591,1,2.03,2.03,0.25,0.00,0.75,0.00,0.67,0.00,23.07
592,1,0.97,0.04,0.12,0.04,0.88,0.00,0.67,0.00,6.67
593,1,1.01,0.01,0.00,0.01,1.00,0.00,0.67,0.00,6.39
594,1,2.26,1.95,0.39,0.00,0.61,0.00,0.67,0.00,30.15
595,1,1.62,1.62,0.37,0.21,0.63,0.00,0.67,0.00,25.51
596,1,0.69,0.69,0.52,0.00,0.48,0.00,0.67,0.00,11.89
597,1,8.54,2.27,0.16,0.12,0.84,0.00,0.67,0.00,61.76
598,1,1.75,1.24,0.35,0.00,0.65,0.00,0.67,0.00,20.00
599,1,1.57,0.21,0.03,0.12,0.97,0.00,0.67,0.00,12.11
600,1,2.00,0.13,0.11,0.13,0.89,0.00,0.67,0.00,14.97
601,1,0.00,0.00,0.63,0.52,0.37,2.41,0.15,5.00,4.16
602,1,0.25,0.00,0.10,0.00,0.90,0.00,0.67,0.00,1.49
603,1,1.12,0.13,0.00,0.13,1.00,0.00,0.67,0.00,9.48
604,1,2.31,0.14,0.01,0.09,0.99,0.00,0.67,0.00,15.93
605,1,0.81,0.81,0.03,0.00,0.97,0.00,0.67,0.00,5.52
606,1,0.78,0.04,0.06,0.04,0.94,0.00,0.67,0.00,5.65
607,1,0.65,0.16,0.42,0.17,0.58,0.00,0.67,0.00,7.53
608,1,1.10,0.00,0.10,0.00,0.90,0.00,0.67,0.00,6.62
609,1,77.66,0.13,0.00,0.13,1.00,0.00,0.67,0.00,471.85
610,1,1.15,0.43,0.37,0.00,0.63,0.00,0.67,0.00,10.41
611,1,2.64,0.00,0.05,0.00,0.95,0.00,0.67,0.00,15.94
612,1,0.78,0.06,0.01,0.06,0.99,0.00,0.67,0.00,6.04
613,1,2.91,0.07,0.24,0.07,0.76,0.00,0.67,0.00,19.03
614,1,1.32,0.00,0.10,0.00,0.90,0.00,0.67,0.00,7.95
615,1,1.40,0.05,0.00,0.05,1.00,0.00,0.67,0.00,9.45
616,1,0.63,0.06,0.04,0.06,0.96,0.00,0.67,0.00,5.13
617,1,1.52,0.19,0.11,0.06,0.89,0.00,0.67,0.00,10.81
618,1,1.19,0.00,0.19,0.00,0.81,0.00,0.67,0.00,7.19
619,1,3.71,0.00,0.02,0.00,0.98,0.00,0.67,0.00,22.39
620,1,0.69,0.22,0.17,0.23,0.83,0.00,0.67,0.00,9.14
621,1,0.94,0.52,0.12,0.00,0.88,0.00,0.67,0.00,7.01
622,1,0.53,0.53,0.04,0.00,0.96,0.00,0.67,0.00,3.69
623,1,2.54,0.00,0.09,0.00,0.91,0.00,0.67,0.00,15.31
624,1,1.25,0.32,0.29,0.12,0.71,0.00,0.67,0.00,11.38
625,1,0.78,0.31,0.46,0.01,0.54,0.00,0.67,0.00,7.99
626,1,1.25,0.00,0.09,0.00,0.91,0.00,0.67,0.00,7.57
627,1,1.72,0.24,0.07,0.02,0.93,0.00,0.67,0.00,11.19
628,1,0.68,0.00,0.14,0.00,0.86,0.00,0.67,0.00,4.10
629,1,0.84,0.60,0.58,0.00,0.42,0.00,0.67,0.00,12.52
630,1,2.21,0.32,0.75,0.00,0.25,0.00,0.67,0.00,18.49
631,1,0.29,0.21,0.96,0.21,0.04,0.00,0.67,0.00,6.25
632,1,1.60,0.00,0.11,0.00,0.89,0.00,0.67,0.00,9.64
633,1,0.81,0.06,0.02,0.03,0.98,0.00,0.67,0.00,5.51
634,1,1.66,0.42,0.39,0.15,0.61,0.00,0.67,0.00,15.53
635,1,2.69,2.69,0.21,0.32,0.79,0.00,0.67,0.00,33.84
636,1,1.39,0.38,0.43,0.39,0.57,0.00,0.67,0.00,16.82
637,1,2.38,0.00,0.05,0.00,0.95,0.00,0.67,0.00,14.35
638,1,0.89,0.89,0.05,0.01,0.95,0.00,0.67,0.00,6.58
639,1,1.76,1.03,0.36,0.18,0.64,0.00,0.67,0.00,21.09
640,1,0.56,0.56,0.28,0.00,0.72,0.00,0.67,0.00,6.76
641,1,1.55,0.28,0.15,0.00,0.85,0.00,0.67,0.00,10.30
642,1,0.76,0.76,0.28,0.00,0.72,0.00,0.67,0.00,9.28
643,1,2.61,0.75,0.48,0.75,0.52,0.00,0.67,0.00,32.08
644,1,1.07,0.00,0.15,0.00,0.85,0.00,0.67,0.00,6.48
645,1,8.34,5.72,0.07,0.00,0.93,0.00,0.67,0.00,59.09
646,1,0.79,0.35,0.25,0.28,0.75,0.00,0.67,0.00,11.24
647,1,1.46,0.09,0.09,0.09,0.91,0.00,0.67,0.00,10.78
648,1,2.81,0.03,0.07,0.03,0.93,0.00,0.67,0.00,17.67
649,1,0.18,0.18,0.79,0.32,0.21,0.02,0.63,0.00,5.60
650,1,0.99,0.35,0.60,0.34,0.40,0.00,0.67,0.00,13.58
651,1,8.56,4.85,0.01,0.03,0.99,0.00,0.67,0.00,53.39
652,1,1.15,0.00,0.14,0.00,0.86,0.00,0.67,0.00,6.95
653,1,0.46,0.24,0.36,0.07,0.64,0.00,0.67,0.00,5.56
654,1,1.17,0.70,0.37,0.00,0.63,0.00,0.67,0.00,12.65
655,1,3.65,3.65,0.28,0.19,0.72,0.00,0.67,0.00,47.03
656,1,0.00,0.00,0.00,0.05,1.00,0.46,0.44,1.00,1.10
657,1,0.84,0.23,0.00,0.23,1.00,0.00,0.67,0.00,9.96
658,1,20.45,7.13,0.05,0.15,0.95,0.00,0.67,0.00,134.81
659,1,5.04,5.04,0.04,0.03,0.96,0.00,0.67,0.00,35.75
660,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
661,1,0.55,0.00,0.15,0.00,0.85,0.00,0.67,0.00,3.34
662,1,0.35,0.35,0.19,0.00,0.81,0.00,0.67,0.00,3.51
663,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
664,1,0.25,0.00,0.02,0.00,0.98,0.00,0.67,0.00,1.53
665,1,0.67,0.00,0.26,0.00,0.74,0.00,0.67,0.00,4.02
666,1,3.06,0.17,0.32,0.12,0.68,0.00,0.67,0.00,21.45
667,1,1.59,1.59,0.03,0.00,0.97,0.00,0.67,0.00,10.48
668,1,1.12,0.00,0.18,0.00,0.82,0.00,0.67,0.00,6.79
669,1,2.58,2.58,0.03,0.03,0.97,0.00,0.67,0.00,17.91
670,1,0.78,0.00,0.18,0.00,0.82,0.00,0.67,0.00,4.73
671,1,0.59,0.00,0.15,0.00,0.85,0.00,0.67,0.00,3.55
672,1,0.56,0.02,0.03,0.02,0.97,0.00,0.67,0.00,3.86
673,1,1.49,0.12,0.20,0.12,0.80,0.00,0.67,0.00,11.61
674,1,0.64,0.00,0.11,0.00,0.89,0.00,0.67,0.00,3.86
675,1,0.00,0.00,0.00,0.04,1.00,0.46,0.44,3.00,0.96
676,1,1.14,0.27,0.23,0.00,0.77,0.00,0.67,0.00,8.23
677,1,0.39,0.03,0.10,0.03,0.90,0.00,0.67,0.00,2.94
678,1,0.94,0.00,0.19,0.00,0.81,0.00,0.67,0.00,5.70
679,1,0.87,0.00,0.18,0.00,0.82,0.00,0.67,0.00,5.24
680,1,9.04,0.00,0.02,0.00,0.98,0.00,0.67,0.00,54.62
681,1,1.34,0.00,0.01,0.00,0.99,0.00,0.67,0.00,8.10
682,1,4.82,0.00,0.02,0.00,0.98,0.00,0.67,0.00,29.13
683,1,0.68,0.00,0.20,0.00,0.80,0.00,0.67,0.00,4.11
684,1,0.60,0.00,0.15,0.00,0.85,0.00,0.67,0.00,3.62
685,1,0.82,0.00,0.20,0.00,0.80,0.00,0.67,0.00,4.96
686,1,0.80,0.00,0.19,0.00,0.81,0.00,0.67,0.00,4.81
687,1,1.06,0.00,0.05,0.00,0.95,0.00,0.67,0.00,6.43
688,1,0.82,0.00,0.19,0.00,0.81,0.00,0.67,0.00,4.94
689,1,2.95,0.36,0.28,0.00,0.72,0.00,0.67,0.00,20.00
690,1,0.59,0.00,0.13,0.00,0.87,0.00,0.67,0.00,3.57
691,1,6.20,0.00,0.02,0.00,0.98,0.00,0.67,0.00,37.45
692,1,8.29,0.00,0.02,0.00,0.98,0.00,0.67,0.00,50.04
